CrashFactId,Name,MinorInjuries,ModerateInjuries,SevereInjuries,FatalInjuries,PrimaryCollisionFactor_Code,CollisionType_Code,Distance,CrashTime
623034,CR-0000059816,1,0,0,0,5,0,0.0,23
623035,CR-0000060324,0,0,0,0,5,0,0.0,17
623036,CR-0000059529,2,0,0,0,5,5,35.0,20
623037,CR-0000074089,2,0,0,0,5,6,0.0,10
623038,CR-0000074034,1,0,0,0,5,5,71.0,21
623039,CR-0000071439,0,0,0,0,5,6,0.0,15
623040,CR-0000071480,0,0,0,0,4,5,0.0,8
623041,CR-0000074863,5,0,0,0,5,5,78.0,12
623042,CR-0000059834,0,1,0,0,5,5,129.0,6
623043,CR-0000060154,0,0,0,0,5,5,40.0,19
623051,CR-0000074253,0,0,0,0,5,6,132.0,23
623052,CR-0000074455,0,0,0,0,5,5,144.0,16
623053,CR-0000068452,0,0,0,0,5,6,50.0,23
623054,CR-0000061568,1,0,0,0,5,0,116.0,15
623055,CR-0000061554,0,1,0,0,3,8,0.0,22
623056,CR-0000074605,1,1,1,0,5,0,0.0,14
623057,CR-0000074119,3,0,1,0,5,0,0.0,15
623066,CR-0000074118,1,0,0,0,5,5,30.0,15
623072,CR-0000060142,0,0,0,0,4,6,0.0,15
623073,CR-0000059980,0,1,0,0,5,6,51.0,11
623074,CR-0000057899,0,0,0,0,5,5,60.0,8
623075,CR-0000074496,0,0,0,0,5,5,217.0,9
623076,CR-0000074494,1,0,0,0,5,5,30.0,17
623077,CR-0000057587,0,0,0,0,5,5,0.0,20
623078,CR-0000057582,0,0,0,0,4,6,0.0,17
623079,CR-0000057629,0,0,0,0,5,0,109.0,11
623080,CR-0000057838,0,0,0,0,5,0,0.0,0
623081,CR-0000059927,0,1,0,0,5,5,230.0,12
623082,CR-0000067200,0,0,0,0,4,5,0.0,17
623083,CR-0000067249,0,0,0,0,4,6,51.0,0
623084,CR-0000074615,0,0,0,0,5,6,110.0,7
623085,CR-0000071539,0,0,0,0,4,6,45.0,20
623086,CR-0000071523,0,0,0,0,4,5,0.0,17
623088,CR-0000057834,0,0,0,0,5,6,133.0,22
623089,CR-0000057832,0,1,0,0,5,0,0.0,19
623090,CR-0000057827,0,0,0,0,5,6,45.0,1
623091,CR-0000057823,0,2,0,0,5,7,0.0,23
623092,CR-0000057816,0,0,0,0,4,5,0.0,22
623093,CR-0000057605,0,0,0,0,5,6,0.0,23
623094,CR-0000057807,0,0,0,0,5,6,0.0,19
623102,CR-0000059383,0,0,0,0,5,0,25.0,20
623103,CR-0000059378,0,1,0,0,5,6,240.0,22
623104,CR-0000059376,0,0,0,0,5,6,129.0,7
623105,CR-0000059359,0,0,0,0,5,5,105.0,17
623106,CR-0000059353,0,0,0,0,4,6,315.0,4
623107,CR-0000067165,0,0,0,0,4,5,20.0,18
623108,CR-0000067247,0,0,0,0,4,6,0.0,18
623109,CR-0000071443,0,0,0,0,4,6,51.0,14
623133,CR-0000071785,0,0,0,0,5,0,100.0,15
623134,CR-0000071763,0,0,0,0,4,5,0.0,8
623135,CR-0000071753,1,0,0,0,4,0,0.0,5
623136,CR-0000059820,0,0,0,0,4,6,0.0,0
623137,CR-0000060169,0,0,0,0,5,5,0.0,22
623138,CR-0000074594,1,0,0,0,5,0,0.0,10
623139,CR-0000074158,1,0,0,0,5,5,17.0,22
623140,CR-0000073489,0,1,0,0,5,1,45.0,23
623141,CR-0000074521,2,1,1,0,5,8,0.0,17
623142,CR-0000074107,1,0,0,0,5,8,0.0,17
623145,CR-0000068454,0,0,0,0,4,0,51.0,21
623146,CR-0000074048,1,0,0,0,5,0,0.0,7
623147,CR-0000074122,1,0,0,0,5,5,57.0,20
623148,CR-0000074120,1,0,0,0,5,5,51.0,7
623149,CR-0000057875,2,0,0,0,5,0,20.0,19
623152,CR-0000060163,0,2,0,0,5,0,80.0,15
623153,CR-0000059817,0,0,0,0,4,6,85.0,13
623154,CR-0000060310,0,0,0,0,4,5,30.0,14
623155,CR-0000060071,0,0,0,0,5,6,19.0,16
623156,CR-0000074084,1,0,0,0,5,0,0.0,17
623157,CR-0000074285,1,0,0,0,5,5,0.0,8
623158,CR-0000067136,1,0,0,0,4,6,0.0,23
623159,CR-0000074439,0,1,0,0,5,7,288.0,6
623160,CR-0000057652,1,0,0,0,5,5,0.0,16
623161,CR-0000057809,0,1,1,0,3,8,311.0,19
623162,CR-0000058030,1,1,0,0,5,0,0.0,19
623163,CR-0000057565,1,0,0,0,5,5,20.0,14
623164,CR-0000057850,1,0,0,0,5,5,21.0,6
623165,CR-0000058634,0,0,0,0,5,4,160.0,20
623166,CR-0000058626,2,0,0,0,5,1,0.0,23
623167,CR-0000068619,0,0,0,0,4,0,0.0,13
623168,CR-0000063861,0,0,0,0,4,2,0.0,1
623169,CR-0000063860,0,0,0,0,4,6,0.0,16
623180,CR-0000058112,0,1,0,0,4,0,0.0,18
623181,CR-0000074748,1,0,0,0,5,6,90.0,19
623182,CR-0000057597,0,0,0,0,4,6,0.0,11
623183,CR-0000057630,0,0,0,0,5,5,197.0,11
623184,CR-0000057825,0,0,0,1,5,2,0.0,9
623185,CR-0000057824,0,0,0,0,5,1,63.0,23
623186,CR-0000057810,2,0,0,0,5,0,0.0,12
623187,CR-0000057574,0,0,0,0,5,5,0.0,16
623199,CR-0000041811,0,0,0,0,5,3,73.0,0
623204,CR-0000060322,0,0,1,0,5,6,0.0,14
623205,CR-0000060315,0,0,0,0,4,1,85.0,0
623206,CR-0000059799,0,0,0,0,4,5,0.0,15
623207,CR-0000059788,0,0,1,0,3,8,38.0,1
623208,CR-0000059783,0,0,0,0,5,6,0.0,17
623209,CR-0000060094,0,0,0,0,5,6,30.0,1
623210,CR-0000060092,1,0,0,0,5,0,0.0,22
623211,CR-0000059543,0,0,0,0,5,2,337.0,14
623222,CR-0000074753,1,0,0,0,5,5,0.0,1
623232,CR-0000046329,1,1,0,0,5,0,0.0,13
623234,CR-0000059789,1,0,0,0,5,5,12.0,1
623235,CR-0000059759,0,0,0,0,4,5,0.0,20
623236,CR-0000060090,0,1,0,0,4,8,0.0,16
623237,CR-0000057624,0,0,0,0,5,5,0.0,19
623238,CR-0000057818,0,0,0,0,4,6,0.0,11
623239,CR-0000057604,2,0,0,0,5,6,0.0,19
623240,CR-0000058028,1,0,0,0,6,0,185.0,19
623241,CR-0000058618,0,0,0,0,5,5,0.0,12
623242,CR-0000058617,0,1,0,0,5,0,69.0,12
623243,CR-0000058616,1,0,0,0,5,0,0.0,11
623244,CR-0000057554,0,0,0,0,5,5,21.0,21
623245,CR-0000057841,1,0,0,0,4,0,0.0,13
623246,CR-0000058652,0,0,0,0,5,0,0.0,1
623247,CR-0000058648,1,0,0,0,5,2,232.0,17
623248,CR-0000058641,0,0,0,0,5,0,0.0,15
623249,CR-0000058632,0,0,0,0,5,2,51.0,9
623250,CR-0000063875,0,0,0,0,4,6,300.0,14
623251,CR-0000063858,0,0,0,0,4,0,0.0,19
623252,CR-0000059804,0,0,0,0,5,6,0.0,1
623253,CR-0000060320,0,0,1,0,0,0,123.0,12
623254,CR-0000060306,0,0,0,0,5,0,0.0,23
623255,CR-0000059800,0,0,0,0,4,0,0.0,8
623256,CR-0000060406,0,0,0,0,5,6,118.0,11
623257,CR-0000060081,1,0,0,0,0,0,105.0,18
623258,CR-0000060077,0,1,0,0,5,0,0.0,15
623259,CR-0000060061,1,0,0,0,5,0,0.0,16
623260,CR-0000060237,0,0,0,0,4,5,0.0,18
623261,CR-0000060236,0,0,0,0,5,2,20.0,15
623262,CR-0000060228,0,0,0,0,4,5,278.0,8
623263,CR-0000060188,0,1,0,0,5,0,0.0,12
623264,CR-0000059850,0,0,0,0,4,6,0.0,16
623279,CR-0000059849,0,0,0,0,4,5,0.0,18
623280,CR-0000059846,0,0,0,0,5,5,50.0,11
623281,CR-0000059335,0,0,0,0,5,6,143.0,10
623285,CR-0000047171,0,0,0,0,5,3,160.0,22
623290,CR-0000057852,0,0,0,0,5,0,0.0,8
623291,CR-0000058615,1,0,0,0,4,7,0.0,9
623292,CR-0000058610,1,0,0,0,5,0,100.0,13
623294,CR-0000058611,0,0,0,0,5,7,0.0,14
623295,CR-0000058608,1,1,0,0,5,5,128.0,13
623296,CR-0000058640,0,0,0,0,5,5,0.0,15
623297,CR-0000068316,0,0,0,0,4,6,51.0,0
623298,CR-0000063975,0,0,0,0,4,2,0.0,0
623299,CR-0000063883,0,0,0,0,4,5,0.0,8
623300,CR-0000064133,0,0,1,1,4,8,40.0,11
623301,CR-0000059809,0,1,0,0,4,6,0.0,16
623302,CR-0000060326,0,0,0,0,5,5,75.0,23
623303,CR-0000060312,0,0,0,0,5,6,0.0,20
623304,CR-0000059801,0,0,0,0,4,5,0.0,14
623305,CR-0000060432,0,0,0,0,4,2,1979.0,13
623306,CR-0000060429,0,0,0,0,4,5,0.0,15
623311,CR-0000068592,0,1,0,0,4,7,0.0,19
623312,CR-0000064500,0,0,0,0,4,5,0.0,10
623313,CR-0000063842,0,0,0,0,4,6,225.0,0
623314,CR-0000064480,0,0,0,0,4,2,0.0,17
623315,CR-0000063969,1,0,0,0,4,0,0.0,13
623316,CR-0000063959,0,0,0,0,4,6,0.0,15
623317,CR-0000068195,2,0,0,0,4,0,0.0,5
623318,CR-0000064465,1,0,0,0,4,6,0.0,12
623319,CR-0000068371,0,0,0,0,4,5,0.0,19
623320,CR-0000068347,0,1,0,0,5,3,51.0,11
623321,CR-0000058650,3,1,0,0,5,0,0.0,0
623322,CR-0000068305,0,0,0,0,4,6,380.0,0
623323,CR-0000064043,0,0,0,0,4,6,77.0,16
623324,CR-0000068356,0,0,0,0,4,6,99.0,9
623325,CR-0000064245,0,1,0,0,0,3,0.0,16
623326,CR-0000068292,0,0,0,0,4,6,51.0,8
623327,CR-0000068536,0,0,0,0,4,2,200.0,9
623328,CR-0000060088,0,1,0,0,3,1,199.0,15
623329,CR-0000059544,3,0,0,0,5,5,45.0,17
623330,CR-0000060075,0,0,0,0,5,6,35.0,1
623331,CR-0000060290,0,0,0,0,4,1,0.0,4
623332,CR-0000060196,1,0,0,0,4,5,0.0,17
623341,CR-0000068412,0,0,1,0,4,7,24.0,8
623342,CR-0000068573,0,0,0,0,4,6,51.0,1
623343,CR-0000064091,0,0,0,0,4,5,222.0,15
623344,CR-0000068557,0,0,0,0,4,6,51.0,7
623345,CR-0000064468,0,1,0,0,4,7,90.0,14
623346,CR-0000064069,0,1,0,0,0,8,0.0,12
623347,CR-0000064059,0,0,0,0,4,6,80.0,8
623348,CR-0000064247,0,0,0,0,4,6,0.0,18
623349,CR-0000064448,2,0,0,0,4,0,0.0,15
623350,CR-0000064445,0,1,0,0,4,8,758.0,13
623351,CR-0000063666,0,0,0,0,5,1,60.0,11
623352,CR-0000068275,0,0,0,0,5,2,0.0,5
623353,CR-0000063551,0,0,0,0,4,6,120.0,0
623354,CR-0000068476,0,0,0,0,4,5,0.0,11
623355,CR-0000068259,0,0,0,0,4,6,51.0,19
623356,CR-0000059776,0,0,0,0,5,5,185.0,13
623357,CR-0000059772,0,1,0,0,5,0,0.0,7
623360,CR-0000041409,0,0,0,0,5,3,236.0,21
623366,CR-0000068617,0,0,0,0,4,6,0.0,8
623367,CR-0000068605,0,0,0,0,4,2,51.0,17
623368,CR-0000068601,0,0,0,0,5,2,30.0,5
623369,CR-0000063827,0,0,0,0,4,1,420.0,5
623370,CR-0000064050,0,0,0,0,5,6,230.0,19
623371,CR-0000063630,0,0,0,0,4,5,0.0,16
623372,CR-0000064096,0,0,0,0,4,2,232.0,4
623381,CR-0000060421,0,0,0,0,5,0,0.0,13
623382,CR-0000060414,0,0,0,0,4,0,0.0,19
623383,CR-0000060405,1,0,0,0,4,6,110.0,8
623384,CR-0000059541,0,0,0,0,5,5,8.0,11
623385,CR-0000060076,1,0,0,0,5,0,0.0,9
623386,CR-0000060278,2,0,0,0,5,5,882.0,15
623387,CR-0000071900,2,0,0,0,4,0,0.0,20
623388,CR-0000059243,1,0,0,0,5,1,375.0,11
623391,CR-0000068329,0,0,0,0,4,5,51.0,7
623392,CR-0000063628,1,0,0,0,4,6,0.0,19
623393,CR-0000063679,0,0,0,0,4,6,0.0,15
623394,CR-0000068544,0,0,0,0,4,5,0.0,23
623395,CR-0000063784,0,0,0,0,4,6,205.0,0
623396,CR-0000063924,0,0,0,0,4,6,0.0,0
623404,CR-0000064028,0,0,0,0,4,5,0.0,8
623405,CR-0000064026,0,0,0,0,4,0,0.0,22
623406,CR-0000068331,0,0,0,0,4,2,26.0,21
623407,CR-0000063695,0,0,0,0,4,2,250.0,6
623408,CR-0000064232,0,0,0,0,2,5,64.0,8
623409,CR-0000063942,0,0,0,0,4,6,0.0,14
623410,CR-0000063794,0,0,0,0,4,2,394.0,10
623415,CR-0000064013,0,0,0,0,4,5,0.0,7
623416,CR-0000063675,0,0,0,0,4,0,0.0,7
623417,CR-0000063753,0,0,0,0,4,6,0.0,17
623418,CR-0000063918,0,0,0,0,4,0,0.0,12
623419,CR-0000063785,0,0,0,0,4,6,345.0,18
623425,CR-0000064060,0,0,0,0,4,5,70.0,13
623426,CR-0000063735,0,0,0,0,4,6,0.0,9
623427,CR-0000068289,0,0,0,1,5,2,0.0,20
623428,CR-0000063919,0,0,0,0,4,5,0.0,12
623429,CR-0000064428,1,0,0,0,4,8,0.0,7
623430,CR-0000068260,0,0,0,0,4,6,300.0,17
623431,CR-0000064193,0,0,0,0,4,0,0.0,16
623432,CR-0000063711,0,0,0,0,4,5,0.0,5
623433,CR-0000068471,0,0,0,0,4,0,0.0,1
623434,CR-0000059918,1,0,0,0,5,5,39.0,6
623435,CR-0000059561,0,0,0,0,5,5,80.0,15
623436,CR-0000059357,0,0,0,0,5,5,0.0,8
623437,CR-0000059355,0,0,0,0,5,5,190.0,17
623438,CR-0000060141,0,0,0,0,5,5,0.0,13
623439,CR-0000060136,2,1,0,0,5,5,0.0,0
623440,CR-0000059999,0,0,0,0,5,0,347.0,23
623456,CR-0000063909,0,0,0,0,4,5,0.0,16
623457,CR-0000063994,0,0,0,0,4,6,317.0,9
623458,CR-0000057920,1,0,0,0,5,0,0.0,21
623459,CR-0000074714,0,0,0,0,5,5,492.0,3
623460,CR-0000058651,0,0,0,0,5,1,16.0,0
623461,CR-0000058645,2,0,0,0,5,5,1033.0,14
623462,CR-0000068257,2,0,0,0,4,0,0.0,22
623463,CR-0000064194,0,0,0,0,4,2,51.0,21
623464,CR-0000064410,0,0,0,0,4,6,140.0,6
623465,CR-0000063561,0,0,0,0,4,6,375.0,16
623466,CR-0000068470,0,0,0,0,4,0,51.0,5
623469,CR-0000058625,0,0,0,0,5,1,0.0,19
623470,CR-0000058624,0,1,0,0,5,6,310.0,19
623471,CR-0000068319,0,0,0,0,4,6,0.0,22
623472,CR-0000064110,1,0,0,0,4,5,0.0,12
623473,CR-0000068594,1,0,0,0,4,0,0.0,16
623474,CR-0000063967,0,0,0,0,4,6,173.0,11
623475,CR-0000061329,3,0,0,0,5,0,0.0,14
623477,CR-0000064014,0,0,0,0,4,5,0.0,13
623478,CR-0000068184,0,0,0,0,4,6,299.0,16
623479,CR-0000063678,0,0,0,0,4,6,0.0,8
623480,CR-0000063537,1,0,0,0,4,7,0.0,12
623481,CR-0000063528,0,0,0,0,4,6,100.0,12
623482,CR-0000060072,0,0,0,0,5,0,0.0,22
623483,CR-0000068496,0,0,0,0,5,6,105.0,22
623484,CR-0000068493,0,0,0,0,4,2,51.0,5
623485,CR-0000063751,0,0,0,0,4,6,0.0,13
623486,CR-0000068256,0,0,0,0,5,6,75.0,13
623487,CR-0000063705,0,0,0,0,4,5,0.0,21
623488,CR-0000063570,1,0,0,0,4,7,50.0,16
623489,CR-0000074803,0,0,0,0,5,6,0.0,4
623490,CR-0000058055,1,0,0,0,5,5,40.0,2
623491,CR-0000063728,0,0,0,0,4,6,0.0,7
623492,CR-0000063708,0,0,0,0,4,6,60.0,2
623493,CR-0000063560,0,0,0,0,4,5,0.0,14
623494,CR-0000068453,0,0,0,0,4,6,51.0,7
623495,CR-0000074814,0,0,0,0,5,5,0.0,2
623496,CR-0000057713,0,0,0,0,4,6,0.0,9
623497,CR-0000060295,1,0,0,0,5,5,98.0,17
623498,CR-0000060245,0,0,1,0,5,0,0.0,13
623499,CR-0000059943,0,1,0,0,5,0,40.0,12
623500,CR-0000059877,1,0,0,0,5,0,0.0,15
623501,CR-0000059738,0,0,0,0,4,0,0.0,11
623502,CR-0000060143,1,0,0,0,5,8,0.0,18
623503,CR-0000059984,0,0,0,0,5,5,25.0,22
623504,CR-0000064178,0,0,0,0,4,6,220.0,19
623505,CR-0000063710,0,0,0,0,4,5,0.0,14
623506,CR-0000068354,0,0,0,1,4,7,51.0,2
623507,CR-0000063562,0,0,0,0,4,6,0.0,9
623508,CR-0000064149,0,0,0,0,4,8,0.0,1
623509,CR-0000074447,1,0,0,0,5,8,0.0,21
623510,CR-0000074646,0,0,0,0,5,0,210.0,17
623511,CR-0000057732,0,0,0,0,5,5,0.0,13
623518,CR-0000057921,0,0,0,0,4,5,0.0,14
623519,CR-0000057906,0,0,0,0,5,5,0.0,15
623528,CR-0000057909,1,0,0,0,5,0,315.0,19
623529,CR-0000073531,1,0,0,0,5,0,88.0,13
623530,CR-0000074737,0,1,0,0,0,7,0.0,19
623531,CR-0000057831,1,0,0,0,5,0,0.0,19
623532,CR-0000057812,1,0,0,0,5,5,182.0,12
623533,CR-0000057842,1,0,0,0,5,0,0.0,14
623534,CR-0000058623,1,0,0,0,0,7,92.0,19
623535,CR-0000068423,0,0,0,0,4,5,51.0,21
623536,CR-0000063840,0,0,0,0,4,5,0.0,21
623537,CR-0000064042,1,0,0,0,5,0,548.0,15
623538,CR-0000061338,0,0,1,0,5,0,0.0,7
623539,CR-0000068352,0,0,0,0,4,1,51.0,7
623542,CR-0000073529,0,0,0,0,5,5,41.0,22
623543,CR-0000057835,0,0,0,0,4,1,0.0,19
623544,CR-0000057817,0,0,0,0,4,5,0.0,12
623545,CR-0000057851,0,1,0,0,5,7,0.0,8
623546,CR-0000058633,0,0,0,0,4,5,200.0,5
623547,CR-0000063925,0,0,0,0,4,0,192.0,11
623548,CR-0000063671,0,0,0,0,5,6,20.0,18
623549,CR-0000063584,0,0,0,0,5,6,0.0,20
623550,CR-0000063546,0,0,0,0,4,6,0.0,20
623551,CR-0000064429,0,0,0,0,4,5,0.0,7
623552,CR-0000068477,0,0,0,1,4,8,51.0,5
623553,CR-0000063734,0,0,0,0,4,5,0.0,8
623554,CR-0000068455,0,0,0,0,4,5,0.0,17
623555,CR-0000071304,1,0,0,0,5,0,120.0,20
623556,CR-0000071244,1,0,0,0,4,8,0.0,8
623557,CR-0000059340,0,0,0,0,5,6,175.0,18
623558,CR-0000059229,0,0,0,0,5,5,12.0,10
623559,CR-0000059206,0,0,0,0,4,1,240.0,3
623560,CR-0000059870,0,0,0,0,4,5,0.0,17
623561,CR-0000059688,0,0,0,0,5,6,0.0,20
623562,CR-0000059720,0,1,0,0,5,6,0.0,22
623564,CR-0000063943,0,0,0,0,4,5,130.0,6
623565,CR-0000063777,0,1,0,0,4,1,0.0,19
623566,CR-0000068529,0,0,0,0,4,6,51.0,3
623567,CR-0000068268,0,0,0,0,4,5,0.0,11
623568,CR-0000063612,1,1,0,0,4,5,204.0,9
623569,CR-0000068302,0,0,0,0,4,5,0.0,4
623570,CR-0000067143,0,0,0,0,4,0,0.0,14
623571,CR-0000066943,1,0,0,0,4,7,16.0,17
623572,CR-0000067272,0,0,0,0,4,6,400.0,8
623573,CR-0000059811,1,0,0,0,0,6,202.0,19
623575,CR-0000063746,1,0,0,0,4,0,0.0,15
623576,CR-0000063741,1,0,0,0,4,7,0.0,8
623577,CR-0000063730,0,0,0,0,4,2,0.0,11
623586,CR-0000060144,1,1,0,0,5,0,0.0,21
623587,CR-0000059982,0,0,0,0,5,0,0.0,7
623588,CR-0000059977,0,0,0,0,5,6,64.0,23
623591,CR-0000068468,0,0,0,0,4,6,50.0,20
623592,CR-0000068239,0,0,0,0,4,6,51.0,8
623593,CR-0000058072,0,0,1,0,0,6,0.0,18
623594,CR-0000057737,0,0,0,0,5,6,95.0,18
623595,CR-0000057967,2,1,0,0,5,5,45.0,19
623596,CR-0000068727,0,0,0,0,4,5,9.0,15
623597,CR-0000061322,2,0,0,0,5,0,0.0,7
623598,CR-0000059995,2,1,0,0,5,0,0.0,5
623599,CR-0000059934,0,0,0,0,5,5,72.0,6
623600,CR-0000059929,0,0,0,0,4,6,82.0,22
623601,CR-0000071714,0,0,0,0,4,5,51.0,16
623602,CR-0000059836,1,0,0,0,5,5,50.0,15
623603,CR-0000064052,0,0,0,0,4,5,0.0,19
623604,CR-0000064041,0,1,0,0,4,0,0.0,15
623605,CR-0000068373,0,1,0,0,5,5,122.0,4
623606,CR-0000057736,0,0,0,0,5,6,275.0,15
623607,CR-0000057982,0,1,0,0,4,7,60.0,12
623608,CR-0000057727,1,0,0,0,5,5,400.0,11
623609,CR-0000057722,0,1,0,0,5,0,0.0,12
623612,CR-0000068240,0,0,0,0,4,0,0.0,15
623613,CR-0000057989,0,0,0,0,4,1,180.0,19
623614,CR-0000057988,1,0,0,0,4,0,0.0,21
623615,CR-0000057719,1,0,0,0,5,5,93.0,8
623616,CR-0000057974,0,0,0,0,5,6,30.0,21
623617,CR-0000057940,0,0,0,0,5,6,118.0,17
623618,CR-0000057908,1,0,0,0,5,3,0.0,18
623624,CR-0000057934,0,0,0,0,5,3,0.0,11
623625,CR-0000057900,1,0,0,0,5,0,30.0,7
623626,CR-0000057885,0,0,0,0,5,0,53.0,20
623642,CR-0000063789,0,0,0,0,4,1,0.0,2
623643,CR-0000068287,0,0,0,0,4,5,0.0,8
623644,CR-0000064441,0,0,0,0,4,6,0.0,16
623652,CR-0000057704,0,0,0,0,4,5,0.0,21
623653,CR-0000057932,1,1,0,0,5,0,0.0,8
623654,CR-0000057926,0,0,0,0,5,2,325.0,1
623655,CR-0000057901,0,0,0,0,5,0,0.0,7
623656,CR-0000060040,0,0,0,0,5,0,0.0,7
623657,CR-0000059686,0,0,0,0,4,6,224.0,13
623658,CR-0000059400,0,0,0,0,5,6,3.0,0
623659,CR-0000059575,0,0,0,0,4,5,0.0,7
623660,CR-0000067075,0,0,0,0,4,0,0.0,0
623661,CR-0000067127,0,0,0,0,4,6,0.0,0
623662,CR-0000071666,0,0,0,0,4,6,0.0,10
623663,CR-0000059844,0,0,0,0,5,0,0.0,6
623664,CR-0000064159,0,0,0,1,4,8,0.0,20
623665,CR-0000069723,2,0,0,0,4,7,9.0,17
623670,CR-0000063680,0,0,0,0,4,2,0.0,6
623671,CR-0000063676,0,0,0,0,4,6,500.0,23
623672,CR-0000064440,0,0,0,0,4,5,0.0,6
623673,CR-0000074503,1,0,0,0,5,5,30.0,13
623674,CR-0000074812,0,0,0,0,5,0,1140.0,3
623675,CR-0000057745,0,0,0,0,5,5,0.0,17
623676,CR-0000057738,0,0,0,0,5,5,0.0,8
623677,CR-0000057711,0,0,0,0,4,5,0.0,10
623678,CR-0000057703,0,1,0,0,5,0,0.0,12
623679,CR-0000063712,0,0,0,0,4,6,0.0,18
623680,CR-0000059356,0,0,0,0,5,5,8.0,18
623681,CR-0000060138,0,0,0,0,5,6,0.0,3
623682,CR-0000067108,0,0,0,0,4,5,0.0,9
623683,CR-0000071732,1,0,0,0,4,1,0.0,16
623685,CR-0000064011,0,0,0,0,4,6,0.0,17
623686,CR-0000068532,0,0,0,0,4,1,0.0,18
623687,CR-0000068271,0,0,0,0,4,6,51.0,10
623688,CR-0000061302,1,0,0,0,5,0,100.0,17
623689,CR-0000063725,0,0,0,0,5,5,0.0,18
623690,CR-0000061177,0,0,0,0,5,6,135.0,2
623691,CR-0000064153,0,0,0,0,4,6,0.0,15
623692,CR-0000064001,1,0,0,0,4,7,0.0,19
623695,CR-0000063709,1,0,0,0,4,6,0.0,17
623696,CR-0000068353,0,0,2,1,5,2,31.0,8
623697,CR-0000064158,0,0,0,0,4,1,900.0,16
623698,CR-0000057718,0,0,0,0,5,1,140.0,7
623699,CR-0000057973,2,0,0,0,5,5,0.0,11
623700,CR-0000057910,1,0,0,0,3,8,350.0,21
623701,CR-0000057870,1,0,0,0,5,5,105.0,12
623702,CR-0000057797,0,0,0,0,4,6,0.0,9
623703,CR-0000074602,1,0,0,0,5,1,0.0,5
623704,CR-0000074696,0,0,0,0,5,3,435.0,21
623705,CR-0000075318,0,0,0,0,5,6,75.0,20
623706,CR-0000074463,0,0,0,0,5,6,0.0,20
623715,CR-0000057878,0,0,0,0,4,6,0.0,16
623716,CR-0000057907,0,0,0,0,5,6,220.0,17
623717,CR-0000057860,0,1,0,0,5,0,260.0,12
623718,CR-0000057790,1,0,0,0,5,5,345.0,13
623719,CR-0000074728,0,1,0,0,5,7,0.0,14
623720,CR-0000074579,0,0,0,0,5,1,20.0,19
623721,CR-0000074671,0,0,0,0,5,6,82.0,9
623722,CR-0000074556,0,0,0,0,5,5,200.0,17
623723,CR-0000069703,0,0,0,0,4,2,51.0,0
623724,CR-0000057720,2,0,0,0,5,0,0.0,8
623725,CR-0000057919,0,0,0,0,5,6,0.0,18
623726,CR-0000057865,1,0,0,0,5,0,52.0,3
623727,CR-0000074705,0,0,1,0,5,5,51.0,18
623728,CR-0000057840,1,0,0,0,4,0,0.0,7
623737,CR-0000074399,0,0,0,0,5,5,172.0,18
623738,CR-0000074357,0,1,0,0,5,7,0.0,16
623739,CR-0000057647,2,1,0,0,5,1,0.0,19
623740,CR-0000057581,0,0,0,0,4,6,0.0,13
623741,CR-0000057620,1,0,0,0,5,0,0.0,9
623742,CR-0000057572,0,0,0,0,5,6,0.0,16
623743,CR-0000069713,0,0,0,0,4,5,0.0,15
623744,CR-0000057849,0,0,0,0,4,6,0.0,20
623745,CR-0000058642,0,0,0,0,5,6,30.0,15
623746,CR-0000063987,0,0,0,0,4,6,300.0,5
623747,CR-0000064112,0,0,0,0,4,6,0.0,14
623748,CR-0000068720,0,0,0,0,5,6,0.0,22
623749,CR-0000063605,0,0,0,0,4,0,0.0,14
623750,CR-0000063587,0,0,0,0,4,6,0.0,13
623751,CR-0000057751,0,0,0,0,4,6,0.0,20
623752,CR-0000057964,0,0,0,0,4,5,0.0,9
623753,CR-0000057956,2,0,0,0,5,0,0.0,11
623754,CR-0000057925,0,0,0,0,5,6,0.0,17
623755,CR-0000057917,0,0,0,0,5,6,143.0,18
623756,CR-0000057915,1,0,0,0,0,7,196.0,17
623757,CR-0000074349,0,0,0,0,5,6,77.0,13
623758,CR-0000068500,0,0,0,0,5,6,64.0,10
623759,CR-0000057924,0,0,0,0,4,0,0.0,11
623760,CR-0000057894,1,0,0,0,5,0,0.0,12
623761,CR-0000057887,1,0,0,0,5,5,0.0,22
623762,CR-0000057886,0,0,0,0,5,5,40.0,20
623763,CR-0000057877,0,0,0,0,5,5,635.0,21
623764,CR-0000057868,0,1,0,0,5,7,0.0,9
623765,CR-0000057795,0,0,0,0,5,6,0.0,13
623766,CR-0000058137,2,0,0,0,5,0,0.0,21
623782,CR-0000045919,0,0,1,0,5,3,60.0,20
623783,CR-0000051868,0,0,0,0,5,3,150.0,11
623784,CR-0000057957,0,0,0,0,5,0,128.0,10
623785,CR-0000057939,0,0,0,0,6,5,192.0,17
623786,CR-0000063526,0,0,0,0,4,1,0.0,9
623787,CR-0000064192,0,0,0,0,4,0,51.0,5
623788,CR-0000064156,0,0,0,0,4,5,0.0,16
623789,CR-0000057733,1,0,0,0,5,5,44.0,14
623790,CR-0000057716,0,0,0,0,5,0,0.0,1
623791,CR-0000057863,1,0,0,0,4,3,75.0,6
623792,CR-0000057854,0,0,0,0,5,6,80.0,19
