PartyType_Code,Sobriety_Code,Age,PrimaryCollisionFactor_Code,CollisionType_Code,VehicleDamage_Code,MovementPrecedingCollision_Code,ViolationCode,CrashTime,Distance
0,1,62,5,7,5,8,0,14,285.0
18,2,0,4,3,5,10,0,16,50.0
3,2,25,5,3,5,0,0,22,0.0
3,1,51,5,0,5,0,0,15,85.0
3,2,0,5,3,5,5,21658,18,308.0
3,7,27,5,3,4,0,22350,2,1500.0
3,2,68,4,0,5,10,0,11,0.0
3,2,48,4,6,5,0,0,19,51.0
10,2,13,4,3,5,0,0,16,0.0
3,2,30,4,5,5,8,0,11,0.0
3,1,21,5,0,2,0,0,15,0.0
3,1,31,0,3,5,1,21650,16,0.0
3,0,0,5,1,3,10,0,0,0.0
3,2,0,5,3,2,0,22350,21,70.0
3,1,34,5,6,1,8,0,22,0.0
3,1,54,4,0,2,8,0,0,0.0
3,2,28,5,5,2,10,0,6,170.0
3,7,54,5,0,2,2,22350,10,370.0
9,0,0,5,3,5,10,0,20,0.0
3,1,40,5,0,1,0,21453,9,0.0
3,2,0,4,6,5,8,0,15,110.0
3,1,29,5,8,5,10,22106,9,45.0
3,2,50,4,5,5,8,0,8,0.0
9,2,61,4,5,5,8,0,14,0.0
3,1,19,5,5,1,0,22350,17,144.0
18,2,0,4,6,5,10,0,10,51.0
3,2,0,4,0,1,0,1,16,0.0
3,1,26,5,5,2,0,21753,16,338.0
9,7,29,5,0,3,0,23153,0,0.0
9,1,42,3,8,1,0,0,1,0.0
3,2,0,5,0,3,0,20002,22,0.0
3,1,22,5,0,2,0,21453,15,0.0
6,1,0,5,5,1,0,22350,18,140.0
9,1,52,4,6,5,8,0,11,260.0
3,1,31,3,8,1,0,0,20,283.0
9,1,45,5,5,1,10,22350,16,9.0
3,2,48,5,0,2,2,21802,17,0.0
3,1,41,4,5,5,0,0,7,502.0
18,2,61,4,3,5,10,0,12,50.0
3,1,24,5,5,1,10,21703,11,30.0
3,0,0,5,3,2,10,0,3,295.0
9,1,59,5,0,3,0,0,7,0.0
18,2,0,4,3,5,3,0,13,51.0
18,2,0,4,5,5,1,0,16,0.0
3,1,45,5,5,5,10,0,18,80.0
3,0,0,5,6,5,10,0,12,117.0
3,2,40,4,5,5,0,0,20,51.0
3,1,70,5,0,2,10,21802,12,0.0
3,0,0,5,3,1,10,0,23,270.0
3,2,22,5,5,3,0,22350,18,29.0
3,1,48,5,1,3,0,0,13,0.0
18,0,0,5,6,2,10,0,23,114.0
3,2,27,4,5,5,8,0,10,0.0
3,1,61,4,0,5,0,21453,10,0.0
3,1,65,5,5,2,0,22350,17,156.0
9,2,0,5,3,2,0,21651,2,0.0
3,1,20,5,5,3,8,0,9,215.0
3,1,31,5,0,2,0,0,14,51.0
0,1,29,0,7,5,0,22350,16,0.0
3,7,35,5,5,3,0,23152,18,236.0
3,1,18,4,6,2,10,12500,10,85.0
3,0,0,5,6,3,10,0,21,300.0
3,1,25,5,0,2,0,21453,17,0.0
3,1,35,5,6,1,8,0,10,247.0
3,2,46,4,6,5,0,0,14,51.0
3,7,26,5,2,1,10,22350,0,380.0
3,1,53,5,5,1,8,0,21,75.0
8,2,0,5,6,1,2,21801,12,51.0
3,2,40,4,6,5,1,0,16,0.0
3,1,63,5,5,5,1,0,12,190.0
3,1,44,5,6,1,0,0,18,0.0
3,2,16,5,5,3,0,21755,6,100.0
3,2,0,5,1,5,1,20002,9,50.0
3,0,0,5,0,3,10,0,23,59.0
10,2,7,5,8,5,10,0,18,126.0
3,0,0,5,1,2,10,0,4,218.0
3,7,20,5,5,1,5,23152,21,102.0
3,2,53,5,5,1,2,0,12,263.0
3,1,53,5,6,2,2,22107,17,0.0
3,1,58,5,0,3,0,0,14,0.0
9,2,49,5,6,5,0,0,7,3556.0
9,1,76,5,0,2,2,22107,10,0.0
3,0,0,4,6,5,10,0,2,0.0
3,2,58,5,6,1,0,0,17,26.0
3,1,18,5,6,3,0,0,13,0.0
3,1,21,5,1,3,0,0,18,217.0
3,2,40,5,6,1,2,0,18,0.0
3,1,17,5,2,4,10,22350,22,30.0
3,2,0,5,6,3,0,22350,17,330.0
3,1,41,5,0,2,0,0,17,0.0
3,1,24,5,5,3,0,22350,7,0.0
3,2,33,4,5,5,0,0,14,0.0
3,2,37,4,5,5,8,0,15,0.0
10,1,38,3,8,5,10,21954,18,24.0
3,2,29,5,3,5,10,0,13,0.0
3,2,76,5,1,2,2,22100,9,35.0
3,1,42,5,5,2,10,0,13,250.0
18,2,0,4,6,5,10,0,13,85.0
9,1,35,5,0,2,0,0,16,82.0
9,1,45,5,6,3,0,0,15,200.0
3,0,0,5,3,5,10,0,8,18.0
3,1,58,5,0,2,0,0,11,27.0
3,1,35,5,5,2,8,0,15,0.0
10,1,72,5,8,5,0,0,10,0.0
3,2,54,4,6,5,0,0,14,0.0
3,1,39,5,0,2,2,21801,8,100.0
9,2,0,5,5,5,0,21658,8,90.0
3,1,71,5,2,2,0,22350,17,0.0
3,1,20,5,3,5,0,22350,22,105.0
3,0,0,5,5,2,10,0,19,310.0
3,2,0,4,6,5,2,0,17,0.0
3,1,23,5,3,3,2,22350,2,60.0
3,1,66,5,3,5,0,0,17,0.0
18,2,0,4,5,5,2,0,15,0.0
3,1,37,5,0,5,8,0,20,0.0
3,0,0,5,6,2,10,0,17,27.0
3,1,34,5,0,1,0,0,7,19.0
3,1,23,5,2,5,0,21663,21,38.0
3,1,31,4,3,5,0,22107,23,51.0
9,2,37,4,5,5,0,0,15,51.0
3,1,33,5,1,5,0,0,13,0.0
3,0,0,5,3,1,10,0,22,0.0
18,2,0,4,1,5,0,0,18,0.0
3,7,23,5,3,2,10,22107,1,0.0
3,1,17,5,3,3,2,22350,16,30.0
3,1,49,5,5,1,8,0,7,33.0
3,1,45,5,8,5,0,21950,7,0.0
3,2,24,5,5,2,0,22350,13,40.0
3,2,0,4,1,5,2,0,9,0.0
3,1,23,5,0,2,0,0,17,0.0
10,1,36,3,8,5,10,21955,20,78.0
3,1,27,5,0,1,2,21453,0,60.0
3,1,42,5,1,2,2,21453,12,0.0
3,2,70,4,5,3,0,0,8,0.0
3,1,45,5,0,3,0,21800,15,0.0
3,7,31,5,2,2,10,23152,1,127.0
3,2,0,5,5,3,0,22350,22,89.0
3,2,14,4,8,5,1,0,7,0.0
3,7,55,5,5,1,0,22350,19,15.0
9,2,19,5,0,3,0,0,12,0.0
3,7,43,5,0,3,0,21453,20,0.0
18,2,0,5,3,5,4,0,12,0.0
3,1,35,5,0,3,0,21802,20,0.0
3,0,0,5,6,3,10,0,23,66.0
3,1,21,5,1,1,10,0,22,50.0
3,2,22,5,8,1,3,22106,17,243.0
3,1,27,5,0,2,0,21453,17,0.0
1,1,26,3,3,5,0,0,18,150.0
3,1,36,5,3,1,2,21950,19,0.0
3,0,0,5,6,1,10,0,22,143.0
3,1,98,5,5,1,0,22350,9,0.0
3,2,52,5,5,1,10,0,12,384.0
0,2,51,5,7,5,0,0,13,0.0
3,2,0,5,5,5,0,22350,17,0.0
3,0,0,4,3,1,10,0,1,60.0
3,2,0,4,5,5,0,0,16,0.0
3,2,57,4,6,5,2,0,19,0.0
3,1,42,5,0,2,0,0,23,0.0
3,2,0,5,6,5,0,22350,23,0.0
3,2,0,5,6,5,5,22107,23,0.0
3,1,19,5,5,1,3,22106,22,15.0
18,2,0,4,5,5,0,0,14,0.0
3,2,38,5,5,5,2,0,10,23.0
3,2,53,5,1,5,2,0,8,0.0
3,2,19,5,3,1,8,0,16,300.0
9,0,0,5,3,1,10,0,1,0.0
3,1,39,5,5,2,1,0,18,51.0
3,0,0,5,3,3,10,0,10,400.0
3,2,34,5,7,1,10,21202,18,360.0
3,2,0,4,3,5,3,0,16,0.0
9,1,22,5,0,3,5,21658,10,120.0
3,2,47,4,6,5,8,0,8,0.0
3,1,38,5,0,2,0,0,19,210.0
3,1,0,0,7,1,0,0,16,306.0
10,2,26,5,8,5,0,0,21,0.0
3,1,54,5,0,2,0,22450,16,0.0
3,1,62,5,0,1,2,21802,14,0.0
9,2,23,5,1,2,2,21801,14,300.0
3,1,28,5,2,3,5,22107,0,20.0
3,1,64,5,5,2,0,22350,23,378.0
18,2,0,4,3,5,10,0,2,387.0
3,1,17,5,6,1,0,22350,10,118.0
3,0,0,4,3,5,10,0,22,51.0
3,0,0,5,2,5,10,0,23,224.0
3,0,0,5,3,2,10,0,2,0.0
13,2,61,4,0,5,5,0,13,51.0
3,1,31,5,5,1,8,0,8,20.0
3,2,0,5,5,1,8,0,21,0.0
3,1,65,5,0,2,0,21802,16,0.0
3,1,53,4,7,1,2,0,17,0.0
3,1,45,5,5,1,10,22350,17,0.0
3,0,32,2,2,2,10,0,17,0.0
18,2,0,5,3,5,0,22350,20,312.0
3,2,49,5,0,2,0,0,15,0.0
3,2,0,5,3,5,2,22107,18,20.0
3,2,0,5,8,5,0,21950,22,380.0
3,1,22,5,5,1,8,0,19,247.0
3,2,49,5,5,2,8,0,12,25.0
3,1,55,5,5,1,0,0,8,1320.0
3,2,18,5,5,2,8,0,19,89.0
3,2,67,5,0,2,0,0,15,0.0
3,0,0,5,3,1,10,0,18,200.0
3,2,66,5,0,1,0,22350,18,882.0
18,2,0,4,3,5,5,21658,23,0.0
3,0,0,5,5,2,10,0,18,51.0
3,1,76,5,3,5,3,21952,18,100.0
9,2,39,4,6,5,10,0,10,0.0
3,0,0,5,3,5,10,0,17,57.0
9,2,38,4,5,5,8,0,16,0.0
3,0,0,4,2,5,10,0,20,0.0
3,1,87,5,5,1,8,0,16,820.0
3,2,70,5,5,1,0,22350,8,45.0
3,7,27,5,6,2,0,22350,3,153.0
3,0,0,5,6,2,10,0,22,307.0
3,2,23,5,3,2,10,22107,21,0.0
3,0,0,5,3,2,10,0,13,128.0
18,2,0,4,3,5,2,0,19,0.0
3,2,0,5,6,1,0,22107,16,280.0
3,2,20,1,6,3,0,1,22,35.0
9,1,56,5,5,2,8,0,10,95.0
3,2,19,5,0,2,0,0,23,0.0
3,1,84,5,0,2,2,21804,10,304.0
3,1,27,6,1,5,0,21453,10,0.0
3,0,0,5,3,2,10,0,22,63.0
3,2,44,5,2,1,1,21801,17,0.0
3,1,52,5,0,2,0,0,8,52.0
3,1,19,5,2,3,10,22107,0,650.0
3,0,0,5,0,3,10,0,23,0.0
3,2,0,5,8,5,0,22350,22,0.0
3,1,20,5,0,3,0,0,21,0.0
9,2,0,5,2,5,9,23109,13,28.0
18,2,0,5,3,4,0,22101,15,223.0
3,1,30,4,1,3,0,0,2,0.0
3,2,0,5,5,5,0,21703,14,81.0
9,0,0,5,6,3,10,0,23,210.0
3,1,24,5,3,3,0,0,22,0.0
9,1,50,5,6,3,0,22350,19,0.0
3,2,0,5,5,2,0,22107,6,500.0
3,1,22,5,0,3,0,0,20,0.0
3,2,31,4,6,5,0,0,14,0.0
18,2,0,4,3,5,10,0,12,25.0
3,1,47,5,5,2,0,22350,17,75.0
9,1,23,5,6,5,10,22107,7,30.0
3,2,0,4,5,5,3,0,1,45.0
3,2,34,2,5,5,2,0,0,0.0
3,1,34,5,5,1,0,22350,17,225.0
18,2,0,0,7,5,0,0,19,0.0
3,0,0,5,5,5,10,0,17,72.0
3,2,21,4,6,5,0,0,21,51.0
3,0,0,4,6,5,10,0,19,0.0
3,2,0,5,3,5,2,20002,8,0.0
3,0,0,5,3,3,10,0,4,1320.0
3,4,33,5,1,2,0,23103,1,0.0
3,0,0,5,3,1,10,0,14,299.0
3,2,0,4,0,2,0,0,13,0.0
3,2,0,4,5,5,0,0,21,50.0
0,2,44,4,7,5,10,0,16,0.0
3,2,56,4,0,5,3,0,16,130.0
3,0,0,4,5,5,10,0,19,90.0
3,1,16,5,6,1,2,22450,8,0.0
3,1,32,5,0,2,0,0,22,18.0
3,0,0,5,0,1,10,0,14,317.0
3,1,36,5,7,1,1,0,18,60.0
3,1,46,5,5,1,8,0,11,0.0
10,1,58,5,8,5,10,0,6,0.0
3,1,65,5,5,1,1,0,9,0.0
3,1,28,5,3,1,2,21950,20,0.0
3,2,0,4,5,5,0,0,14,51.0
9,1,49,4,0,3,0,21800,7,0.0
3,2,62,4,3,5,2,0,14,0.0
3,1,32,5,5,1,0,22350,8,450.0
10,1,56,5,8,5,10,0,12,0.0
3,1,30,5,1,3,2,21801,7,0.0
3,0,0,5,1,5,10,0,4,84.0
18,1,72,4,5,5,3,0,13,150.0
3,0,22,5,1,2,8,0,22,0.0
18,2,0,4,6,5,10,0,19,51.0
3,2,0,5,5,1,0,22350,11,0.0
3,1,39,3,8,2,0,0,7,51.0
3,1,23,5,5,1,8,0,17,0.0
3,2,0,5,0,3,0,21453,2,0.0
3,2,20,5,1,5,2,0,22,0.0
3,0,0,5,6,3,10,0,21,0.0
3,2,41,4,5,5,8,0,8,0.0
18,2,0,5,5,5,0,22350,15,0.0
3,2,46,5,5,1,0,22107,17,0.0
0,1,8,0,3,5,10,21804,19,104.0
3,1,56,4,6,1,1,0,21,0.0
3,0,50,5,5,3,10,0,16,39.0
3,0,0,5,6,1,10,0,5,51.0
3,1,27,6,3,1,2,0,1,0.0
9,7,29,5,6,1,1,21754,22,232.0
3,1,37,5,6,5,8,0,19,50.0
3,1,66,5,0,3,2,22107,14,0.0
3,1,57,5,5,2,8,0,11,30.0
8,2,0,4,5,5,0,0,17,0.0
6,1,47,5,5,1,8,0,17,43.0
3,0,0,4,3,1,10,0,13,42.0
3,1,20,5,2,3,0,22107,23,134.0
3,2,43,5,6,2,0,22350,1,0.0
9,1,44,5,1,1,0,0,10,344.0
3,2,32,4,6,5,0,0,10,0.0
10,1,72,3,8,5,0,21954,17,300.0
3,1,34,5,5,1,8,0,21,0.0
3,1,59,5,5,2,8,0,14,30.0
3,1,57,5,8,5,0,22350,7,18.0
18,2,0,4,3,5,10,0,22,51.0
3,2,67,4,5,5,0,0,11,0.0
3,1,26,5,0,5,2,0,23,50.0
3,1,48,4,6,1,0,0,11,0.0
18,2,0,4,6,5,10,0,21,85.0
3,1,54,5,5,2,10,22350,13,58.0
3,0,0,5,8,5,10,0,16,135.0
3,2,65,4,6,5,0,0,11,0.0
3,2,39,4,5,5,8,0,18,51.0
3,2,0,5,2,2,0,22350,0,0.0
3,1,21,5,1,2,0,0,18,3.0
3,2,0,4,5,5,0,0,17,0.0
3,1,17,5,5,2,0,22350,12,135.0
3,1,60,5,6,1,8,0,14,51.0
3,1,19,4,5,1,8,0,22,0.0
3,1,23,5,1,2,0,0,21,0.0
3,1,46,5,5,1,8,0,13,125.0
3,1,46,5,5,3,1,0,18,40.0
3,1,53,5,7,5,10,21804,17,0.0
9,2,69,4,3,5,5,0,8,0.0
3,1,34,5,5,3,0,22350,18,153.0
3,1,27,5,0,2,0,0,14,0.0
3,2,0,5,3,5,10,22107,0,200.0
3,2,0,5,0,5,1,22450,0,0.0
18,2,0,4,6,5,10,0,21,180.0
3,1,78,5,0,2,0,21802,12,0.0
3,7,27,5,5,1,0,22350,18,43.0
3,0,0,5,3,5,10,0,11,150.0
3,1,73,5,6,2,8,0,16,318.0
3,1,25,5,0,2,0,0,11,0.0
3,1,31,5,3,5,2,0,18,0.0
3,2,0,4,6,5,0,0,8,0.0
3,1,30,5,1,3,0,0,19,0.0
0,2,0,4,7,5,0,0,15,0.0
3,1,24,5,5,5,8,0,11,315.0
3,2,0,5,6,5,10,22107,9,0.0
6,1,36,5,5,3,10,0,21,105.0
3,0,0,5,5,1,10,0,1,134.0
3,0,0,5,1,3,10,0,2,66.0
9,2,37,5,0,5,3,22106,10,287.0
3,2,0,4,3,1,10,20002,2,225.0
3,2,28,4,6,5,0,0,20,0.0
3,7,28,5,3,4,10,23152,22,316.0
3,1,24,5,1,2,0,21453,0,0.0
3,0,0,4,3,5,10,0,10,51.0
9,0,0,5,3,2,4,0,17,50.0
3,2,0,5,6,3,0,22350,1,120.0
3,2,0,4,6,5,2,0,9,0.0
3,7,20,5,0,5,0,22350,2,0.0
1,1,57,5,3,1,0,0,19,150.0
3,2,0,5,5,3,0,22350,21,27.0
3,1,25,5,0,3,2,0,17,0.0
3,1,21,0,3,1,10,0,12,99.0
3,1,29,5,2,2,0,21658,0,192.0
3,2,48,5,6,5,0,22350,15,0.0
3,1,54,5,0,3,0,0,12,0.0
3,2,33,4,1,5,2,0,22,0.0
3,2,0,4,5,5,0,0,14,0.0
3,2,72,4,0,5,0,0,11,0.0
18,0,0,5,0,3,10,0,19,33.0
3,1,47,5,5,1,8,0,17,101.0
3,2,22,5,2,3,10,22350,16,395.0
18,2,0,4,6,5,10,0,5,0.0
3,2,0,4,3,5,10,0,8,0.0
3,1,54,5,0,1,0,0,15,0.0
3,1,34,5,0,3,0,21802,16,0.0
3,1,54,4,8,5,0,0,5,51.0
3,0,0,4,5,5,10,0,4,150.0
14,2,19,4,8,5,10,0,23,210.0
11,1,12,4,7,5,10,0,14,0.0
3,1,48,5,8,5,1,21950,14,0.0
9,0,0,5,3,5,0,20002,17,50.0
0,2,16,5,7,5,10,0,9,94.0
3,2,0,5,6,5,0,22107,19,63.0
3,1,45,5,5,2,0,0,18,100.0
3,0,0,5,5,1,10,0,14,0.0
3,0,0,5,5,2,10,0,18,75.0
3,2,31,4,3,5,8,0,15,0.0
3,2,0,4,5,5,8,0,14,51.0
3,1,18,5,6,5,10,21804,12,0.0
3,1,40,5,0,3,0,0,13,0.0
3,2,0,4,0,5,2,0,3,0.0
3,2,0,5,5,2,0,0,18,99.0
3,2,0,5,5,5,0,0,13,131.0
10,2,69,5,8,5,10,0,7,0.0
3,2,33,4,5,5,8,0,22,0.0
3,1,28,5,5,1,8,0,16,0.0
3,1,30,5,6,1,8,0,21,0.0
3,2,0,5,2,3,0,22350,6,34.0
3,1,20,5,2,3,10,22350,18,50.0
3,2,45,5,5,1,8,0,22,0.0
3,0,0,5,3,1,10,0,20,255.0
3,2,0,5,6,2,10,0,22,199.0
9,1,20,4,5,1,2,0,11,24.0
3,1,20,5,6,1,0,21453,19,0.0
10,2,51,5,8,5,10,0,6,0.0
3,0,0,5,3,5,10,0,3,270.0
3,0,0,4,3,2,10,0,21,30.0
3,1,62,5,0,3,2,0,9,0.0
9,2,0,5,0,3,0,22350,16,0.0
0,2,27,4,7,3,2,0,18,0.0
10,2,35,0,3,5,9,0,11,50.0
3,2,0,5,5,5,3,22106,14,54.0
3,1,0,5,5,1,10,0,13,55.0
18,2,0,4,0,5,0,0,19,0.0
8,1,23,5,0,3,2,21802,16,0.0
3,0,0,4,3,5,10,0,18,51.0
3,2,33,4,0,5,2,0,12,0.0
18,1,17,5,5,1,8,0,17,0.0
3,1,30,5,1,2,2,0,20,0.0
8,2,45,5,6,5,0,0,15,0.0
0,1,16,5,3,5,10,21202,7,0.0
3,0,0,4,6,5,10,0,14,51.0
3,0,0,4,3,5,10,0,15,0.0
3,2,0,5,5,5,0,20002,12,0.0
3,0,0,4,6,5,10,0,20,100.0
3,1,26,5,3,3,0,0,8,300.0
3,2,0,4,6,5,0,0,12,50.0
3,1,45,5,0,2,0,0,7,0.0
3,2,37,4,2,5,8,0,8,0.0
3,7,63,5,6,2,0,23152,22,139.0
3,5,49,5,1,3,2,0,6,0.0
9,2,0,4,5,5,0,0,8,0.0
3,1,64,5,1,1,0,0,11,51.0
3,2,46,4,5,5,1,0,16,51.0
3,1,30,5,1,1,0,0,12,0.0
3,7,51,5,5,1,0,23152,18,0.0
3,1,54,5,0,1,2,22107,18,42.0
3,0,0,5,3,1,10,0,1,63.0
3,2,0,4,3,5,10,0,20,0.0
18,2,0,5,0,5,0,22350,11,0.0
3,2,0,5,1,5,2,21802,16,0.0
9,2,0,4,0,1,2,22107,12,30.0
9,2,41,4,0,5,0,0,7,0.0
9,1,57,5,0,2,2,21801,8,0.0
3,2,57,4,5,5,8,0,23,51.0
10,2,0,4,8,5,10,0,20,0.0
3,0,39,5,3,3,10,22107,8,0.0
3,1,50,5,1,3,2,21802,14,0.0
0,1,37,5,7,5,0,0,17,580.0
9,0,44,4,6,5,10,0,23,0.0
3,2,23,4,5,5,0,0,8,0.0
3,0,0,5,3,3,10,0,22,0.0
3,2,0,5,5,1,8,0,13,21.0
0,1,62,5,7,5,8,0,16,0.0
3,1,44,5,6,5,0,0,16,300.0
3,1,75,5,6,1,1,22100,10,21.0
3,0,0,4,0,5,10,0,20,51.0
3,2,0,5,0,5,3,22350,14,0.0
3,2,0,5,1,1,2,21801,13,0.0
3,2,86,4,5,5,8,0,9,0.0
3,1,54,5,2,1,0,21453,11,0.0
3,2,22,5,0,3,2,0,0,0.0
3,0,0,4,6,5,10,0,0,51.0
3,2,52,5,0,2,0,0,17,470.0
18,2,0,4,3,5,10,0,0,0.0
10,1,72,5,3,5,0,0,13,0.0
3,6,29,5,5,5,0,22350,0,0.0
8,2,25,5,0,3,0,0,19,0.0
3,7,19,5,6,1,1,23152,2,0.0
3,1,50,4,3,3,0,22350,19,0.0
18,2,0,0,7,5,0,0,0,410.0
9,1,46,5,5,3,0,22350,17,75.0
3,1,57,0,7,2,0,0,12,0.0
3,2,23,5,0,3,0,21460,23,60.0
3,1,75,5,3,5,2,21950,18,0.0
3,1,67,4,0,5,0,22450,13,0.0
9,2,0,4,1,5,0,0,11,0.0
3,1,19,5,5,2,2,22107,0,0.0
3,2,56,4,0,2,0,0,20,0.0
3,0,0,5,3,1,10,0,19,102.0
0,1,62,5,0,5,2,0,14,0.0
3,7,44,5,1,2,1,22350,17,0.0
3,2,0,5,1,3,0,21651,5,90.0
0,1,15,5,3,5,0,0,17,0.0
3,1,20,5,6,2,1,0,23,80.0
3,1,57,5,5,1,0,22350,17,175.0
3,5,24,5,0,3,0,0,11,0.0
3,0,0,5,6,1,0,0,1,300.0
3,6,0,4,5,5,0,20002,17,10.0
3,2,0,5,5,5,10,22350,17,51.0
3,1,57,5,0,3,0,21800,19,0.0
3,1,68,5,1,2,2,21453,18,0.0
10,1,25,5,8,5,0,0,1,0.0
3,2,31,4,3,5,2,0,14,0.0
3,2,28,4,1,5,0,0,16,0.0
3,1,29,4,5,2,10,21801,7,0.0
3,0,0,4,2,2,10,0,22,0.0
3,0,0,4,3,5,10,0,14,0.0
3,1,21,5,6,1,10,21750,11,75.0
3,0,0,5,6,2,10,0,3,50.0
3,1,34,5,5,5,0,22350,8,390.0
3,1,20,5,1,3,2,21453,19,0.0
3,0,0,5,5,3,10,0,7,68.0
11,1,22,5,7,5,0,21235,12,220.0
3,1,61,4,3,5,1,21802,17,0.0
3,1,62,5,5,3,8,0,10,1865.0
3,1,33,5,3,2,0,22350,21,0.0
3,1,27,1,0,2,0,0,6,365.0
3,1,18,3,8,1,0,0,22,252.0
18,2,45,4,5,5,0,0,11,51.0
0,2,15,5,7,5,10,0,10,435.0
3,7,22,5,3,3,0,23152,1,18.0
3,1,41,5,1,2,0,0,13,0.0
3,1,62,5,5,1,8,0,18,153.0
9,1,18,5,6,5,0,0,0,0.0
13,2,0,5,3,5,1,22107,15,189.0
3,0,0,4,3,1,10,0,0,80.0
3,1,44,5,5,1,0,0,16,186.0
3,1,20,5,5,5,0,22350,14,200.0
9,2,0,4,5,5,3,0,10,51.0
3,0,0,4,6,5,10,0,8,20.0
3,2,46,5,0,2,0,0,8,0.0
6,1,28,5,5,2,0,0,16,20.0
9,2,0,4,3,5,1,0,15,0.0
3,1,21,5,0,3,0,1,12,0.0
8,1,30,4,6,2,0,0,16,0.0
1,1,31,5,0,1,0,0,12,0.0
3,1,22,5,0,3,10,21804,8,200.0
3,1,70,5,5,1,10,0,12,73.0
18,2,0,5,3,5,10,0,8,0.0
3,1,45,5,5,1,8,0,8,39.0
3,2,58,5,0,2,2,0,17,38.0
3,1,60,5,0,3,2,21800,17,376.0
3,6,19,5,6,5,8,21658,19,50.0
8,2,23,4,0,3,0,0,8,0.0
18,2,0,4,6,5,0,0,20,51.0
3,1,52,5,3,5,0,0,17,0.0
3,1,27,5,0,2,2,23103,16,156.0
3,2,44,4,5,5,8,0,12,0.0
3,1,40,5,3,5,8,0,21,8.0
3,1,35,3,2,3,10,0,18,204.0
9,2,0,5,6,2,0,21651,23,75.0
9,1,20,5,6,3,0,0,13,313.0
3,1,16,5,5,5,0,22350,18,0.0
18,2,0,4,6,5,10,0,2,51.0
3,1,24,5,5,2,0,0,19,295.0
3,1,72,5,0,2,0,0,9,0.0
3,2,0,5,5,5,0,21453,22,185.0
18,2,0,4,1,5,10,0,16,0.0
8,1,38,5,3,2,2,22350,11,0.0
3,0,0,5,2,3,10,0,5,90.0
3,1,45,4,5,2,8,0,14,51.0
3,1,26,5,2,4,10,22107,13,535.0
3,0,0,5,6,5,10,0,0,48.0
3,2,0,5,0,5,0,22350,13,392.0
3,2,23,5,3,5,10,21750,1,0.0
3,1,55,5,0,2,3,22106,7,174.0
3,1,28,5,5,5,0,0,12,104.0
3,0,0,5,3,3,10,0,3,100.0
3,1,56,4,0,3,8,0,21,51.0
3,2,0,4,5,5,0,0,15,0.0
3,2,0,4,6,5,10,0,15,0.0
3,2,72,5,6,1,0,0,16,260.0
3,2,0,4,3,5,3,0,19,0.0
3,1,38,5,0,5,0,0,18,0.0
3,1,31,5,1,2,0,0,18,0.0
3,2,31,4,5,5,10,0,9,240.0
3,1,56,5,5,1,0,0,8,0.0
3,0,18,5,3,3,0,22350,11,2702.0
3,2,76,5,5,1,0,0,16,90.0
9,1,41,5,8,5,2,22107,22,0.0
3,1,43,5,0,5,1,22107,18,0.0
3,0,0,4,6,5,10,0,6,0.0
9,2,42,5,5,3,0,22350,0,8.0
3,1,37,5,0,3,0,0,12,0.0
3,0,0,5,6,2,10,0,15,0.0
3,1,32,5,5,5,0,0,0,0.0
0,1,21,0,0,2,10,21801,11,0.0
3,1,25,5,6,2,0,0,16,0.0
3,2,0,5,3,5,0,0,16,0.0
10,1,31,5,8,5,8,0,14,400.0
0,1,57,0,3,5,10,21202,16,70.0
3,0,0,5,5,2,10,0,1,175.0
3,1,36,5,0,3,0,0,22,264.0
3,2,0,4,5,5,0,0,17,0.0
3,1,79,5,0,3,0,0,10,0.0
3,1,33,5,0,1,0,0,20,0.0
9,1,45,3,8,2,10,0,0,0.0
10,1,18,5,8,5,10,0,15,0.0
3,7,41,5,5,2,0,22350,21,121.0
3,1,65,4,5,5,0,0,15,175.0
3,2,0,4,5,5,0,0,2,0.0
3,0,0,5,6,3,10,0,23,780.0
9,2,0,5,6,2,2,22107,2,54.0
3,2,54,5,0,3,0,21453,15,0.0
3,2,0,4,5,1,4,0,16,150.0
10,1,18,5,8,5,0,0,10,0.0
3,2,0,5,5,3,0,21703,17,0.0
3,1,42,5,6,2,2,0,7,0.0
3,2,64,4,0,2,0,0,11,0.0
9,2,50,4,3,5,0,0,19,0.0
0,1,10,4,0,2,0,0,14,120.0
3,2,38,5,3,5,10,22350,16,0.0
3,1,24,4,0,3,0,0,13,0.0
9,1,29,5,6,3,0,0,14,250.0
3,7,25,5,3,1,3,23152,7,105.0
3,2,52,5,6,2,0,0,15,51.0
3,5,23,5,2,4,10,22100,0,355.0
3,2,43,5,3,5,0,0,18,0.0
3,1,32,5,2,1,10,21658,17,0.0
3,2,42,4,7,5,0,0,15,0.0
3,2,0,5,5,2,8,0,15,263.0
3,0,0,5,5,1,10,0,21,30.0
3,0,0,5,4,3,10,0,19,235.0
3,7,26,5,6,3,10,23153,17,0.0
3,0,43,2,1,2,10,0,14,260.0
3,1,47,5,5,2,8,0,23,0.0
3,2,18,5,5,1,8,22350,7,21.0
3,1,24,5,5,3,0,0,21,0.0
3,2,34,5,1,1,0,0,19,0.0
3,7,19,5,5,3,0,21658,17,88.0
3,2,31,5,0,3,2,0,15,0.0
3,2,0,4,5,5,8,0,16,0.0
18,0,0,5,3,5,10,0,2,0.0
3,2,39,5,2,2,0,22107,19,108.0
