PartyType_Code,Sobriety_Code,Age,PrimaryCollisionFactor_Code,CollisionType_Code,VehicleDamage_Code,MovementPrecedingCollision_Code,ViolationCode,CrashTime,Distance
3,2,0,4,0,1,0,0,11,0.0
3,1,31,4,5,2,8,0,19,0.0
3,1,45,5,0,1,0,21453,16,0.0
3,7,49,5,3,3,0,23152,1,600.0
3,1,26,5,5,1,8,0,18,280.0
3,2,49,5,1,3,10,21800,18,0.0
3,0,0,5,5,2,10,0,12,240.0
3,1,52,5,0,1,0,0,12,85.0
9,0,0,5,0,1,10,0,4,147.0
3,1,22,5,1,2,0,0,10,0.0
3,2,27,4,3,5,1,0,15,0.0
3,0,0,5,3,5,10,0,16,172.0
10,1,94,5,8,5,10,0,12,90.0
13,1,57,4,3,5,2,0,2,0.0
3,2,42,4,5,5,8,0,12,0.0
3,2,30,5,3,5,8,0,7,0.0
3,1,55,5,7,5,0,0,17,0.0
10,1,46,4,3,5,0,0,18,0.0
3,2,0,4,5,5,0,0,19,0.0
9,1,19,0,6,5,0,0,15,96.0
9,2,0,4,5,5,0,0,15,0.0
3,1,43,5,0,2,8,0,23,0.0
3,2,0,4,5,5,0,0,11,51.0
3,2,0,4,0,5,2,0,17,248.0
18,2,0,4,6,5,10,0,22,60.0
3,1,48,4,1,3,2,21801,8,0.0
3,1,69,5,5,2,3,0,8,131.0
3,6,25,5,2,3,0,23152,22,103.0
3,2,19,4,2,3,0,0,23,100.0
3,2,83,5,0,2,0,21453,17,0.0
3,2,0,5,5,3,0,22350,7,0.0
3,1,74,5,0,3,0,0,7,0.0
3,2,0,5,0,5,0,0,18,51.0
10,1,73,4,3,5,0,0,10,0.0
3,2,47,4,0,3,0,0,19,0.0
3,2,51,0,0,1,0,0,23,0.0
18,2,0,4,2,5,3,0,12,50.0
3,2,32,4,5,3,8,0,16,0.0
3,1,23,5,2,5,0,0,17,1000.0
3,7,63,5,1,1,0,23152,20,123.0
3,1,37,5,5,1,8,0,7,0.0
3,2,0,5,5,1,0,22350,1,35.0
3,2,42,4,3,5,4,0,17,0.0
3,1,33,5,0,2,10,22107,18,397.0
3,2,0,5,2,3,1,22350,1,30.0
13,2,0,5,2,5,2,21801,10,0.0
3,1,58,5,5,2,0,22350,16,150.0
3,7,25,5,5,2,0,22350,23,0.0
3,1,31,5,0,5,0,0,10,400.0
3,0,0,4,3,5,10,0,0,0.0
3,1,17,5,5,3,0,22350,17,42.0
9,2,0,4,6,5,10,0,22,0.0
3,1,20,5,0,3,0,0,14,15.0
3,1,20,5,2,2,10,22107,7,1600.0
9,0,0,5,5,2,10,0,0,66.0
3,0,0,5,6,3,10,0,2,230.0
10,2,26,4,3,5,0,0,16,0.0
3,2,0,4,6,5,0,0,16,0.0
4,0,0,5,5,1,10,0,15,132.0
3,7,32,5,5,2,0,23152,2,48.0
3,2,40,4,5,5,0,0,17,0.0
0,1,17,0,0,2,0,22450,22,0.0
3,2,0,4,1,5,10,0,20,51.0
3,2,69,5,1,2,1,0,8,0.0
3,1,61,5,3,5,8,22350,11,10.0
3,0,0,5,5,3,10,0,22,0.0
3,1,19,5,6,3,0,0,11,0.0
0,1,53,4,3,5,0,22350,12,0.0
3,1,57,5,5,1,10,0,20,0.0
3,1,44,5,3,2,3,22106,5,0.0
3,2,74,5,4,2,0,0,23,0.0
3,1,21,5,5,1,0,22350,14,0.0
3,7,20,5,2,2,0,23152,23,0.0
8,2,46,5,1,1,0,0,20,270.0
3,1,47,5,5,5,8,0,21,0.0
3,2,35,4,5,5,8,0,17,0.0
3,1,20,5,5,2,0,22350,16,100.0
3,7,48,5,8,2,0,23152,20,201.0
3,5,31,5,0,2,0,0,5,0.0
3,2,0,5,7,5,5,21209,18,26.0
3,0,0,5,3,3,10,0,22,0.0
0,1,36,0,7,5,10,21650,15,140.0
3,1,24,5,5,1,10,0,21,0.0
9,1,43,5,5,1,0,0,9,20.0
3,2,0,5,0,2,0,21453,4,33.0
3,1,50,5,5,3,8,0,18,280.0
3,2,0,5,6,5,0,22350,10,24.0
3,1,23,5,0,5,0,0,15,0.0
3,1,30,5,3,2,10,0,19,355.0
3,1,79,5,5,1,8,0,8,0.0
3,0,0,5,6,5,10,0,13,105.0
3,1,41,5,1,3,0,21453,11,0.0
3,1,50,5,3,1,1,21806,19,0.0
3,2,25,5,0,2,0,21453,8,0.0
0,1,36,5,3,5,0,0,16,230.0
3,1,70,5,0,3,0,0,12,0.0
3,1,49,5,5,2,0,0,15,0.0
18,0,0,5,1,1,10,0,1,233.0
3,0,0,4,5,5,10,0,22,0.0
3,1,49,5,0,2,0,0,11,0.0
3,1,0,5,6,3,0,21453,20,0.0
3,7,45,5,0,2,0,23152,16,0.0
3,1,23,5,5,1,0,22350,8,100.0
3,1,74,5,0,2,0,0,14,326.0
3,1,61,5,1,3,0,0,10,0.0
3,2,47,4,0,5,0,0,10,0.0
9,1,83,5,0,2,0,0,11,230.0
3,0,0,4,0,5,10,0,15,51.0
3,2,0,4,6,5,2,0,17,0.0
3,2,21,5,3,5,0,23103,4,198.0
3,0,0,5,3,2,10,0,20,312.0
3,1,48,5,0,3,2,21453,8,0.0
3,2,63,4,1,5,2,0,8,0.0
3,1,26,5,0,3,0,0,18,0.0
9,1,55,5,0,3,0,0,20,0.0
3,2,18,5,0,3,10,21802,18,110.0
3,0,0,5,6,1,10,0,8,120.0
3,5,30,5,6,1,0,0,14,0.0
18,2,0,5,5,5,0,22350,8,50.0
3,2,35,4,0,5,0,0,19,0.0
3,1,19,5,5,2,8,0,1,0.0
3,1,21,5,5,2,0,22350,12,31.0
3,2,0,5,6,1,0,22107,17,190.0
3,7,67,5,5,1,0,23152,16,0.0
3,7,26,5,6,2,0,22350,1,560.0
3,1,59,4,0,5,0,0,11,0.0
17,0,0,5,3,5,9,0,11,118.0
3,1,18,5,0,2,2,21804,12,120.0
3,1,26,5,0,2,0,0,15,22.0
3,2,47,4,5,5,8,0,12,0.0
3,2,0,4,5,5,0,0,18,0.0
13,0,0,5,0,1,10,0,1,607.0
3,2,34,4,5,5,8,0,18,0.0
3,1,49,5,0,4,0,0,20,0.0
3,2,44,4,5,5,8,0,19,0.0
3,1,51,5,0,3,2,21802,20,0.0
3,1,23,5,1,3,8,0,12,40.0
3,0,0,5,3,1,10,0,4,100.0
9,1,38,5,0,2,0,0,18,0.0
18,2,0,4,5,5,0,0,19,0.0
3,1,31,5,0,3,10,22102,16,0.0
3,7,49,5,6,1,10,0,23,329.0
3,1,26,0,3,1,2,0,21,0.0
3,0,0,4,6,5,10,0,18,51.0
3,1,18,5,6,1,0,0,13,0.0
3,2,0,4,6,3,0,0,11,165.0
18,2,0,4,3,5,10,0,22,100.0
3,2,0,4,6,5,10,0,2,0.0
9,1,26,5,5,1,8,0,12,0.0
3,1,44,5,2,3,0,1,15,51.0
3,2,47,5,5,1,8,0,13,178.0
9,2,0,4,5,5,0,0,21,0.0
7,1,31,5,6,1,2,0,20,0.0
9,0,37,5,5,2,10,0,0,77.0
3,1,26,5,3,1,0,0,13,0.0
3,2,59,4,1,5,0,0,19,0.0
3,1,0,5,3,5,10,0,14,125.0
9,1,63,1,3,1,10,22107,12,40.0
3,0,0,5,3,2,10,0,19,85.0
9,0,0,5,5,5,10,0,20,140.0
8,1,33,5,6,2,8,0,18,0.0
3,0,0,5,5,2,10,0,19,183.0
9,2,32,4,2,5,10,0,18,0.0
9,1,76,5,0,2,0,0,12,0.0
3,2,20,5,6,1,0,0,13,0.0
3,1,53,4,5,1,8,0,7,10.0
3,2,62,5,5,1,10,0,7,95.0
3,0,0,5,3,1,10,0,16,254.0
3,2,20,5,7,5,1,21950,19,0.0
10,1,64,5,8,5,10,0,6,38.0
3,0,0,5,3,5,10,0,23,180.0
16,1,61,5,8,5,1,0,11,0.0
0,1,15,0,5,2,0,22350,13,101.0
3,2,0,5,1,3,1,22350,16,0.0
9,2,0,4,5,5,0,0,12,0.0
3,1,41,5,0,5,1,21453,18,0.0
3,1,43,5,5,1,8,0,17,34.0
9,1,50,5,0,2,0,0,11,0.0
9,1,46,5,5,5,0,22350,1,18.0
18,2,0,4,6,5,5,0,18,0.0
3,1,16,5,6,2,0,22350,8,28.0
3,1,0,4,5,5,0,0,10,25.0
3,0,0,5,6,1,10,0,18,171.0
3,0,0,4,6,5,10,0,0,0.0
3,0,0,5,5,1,10,0,19,206.0
3,1,51,5,0,2,0,0,7,0.0
3,2,0,4,3,5,0,0,20,51.0
0,1,44,5,7,3,0,0,16,0.0
3,0,0,5,3,5,10,0,0,70.0
3,0,0,5,6,1,10,0,23,96.0
3,1,64,5,1,3,10,21650,10,51.0
0,1,17,0,3,5,10,21453,10,0.0
3,2,0,4,5,5,0,0,8,0.0
3,1,54,5,5,1,8,0,19,96.0
18,2,0,5,5,5,0,22350,2,51.0
3,2,26,5,0,5,3,22106,13,126.0
18,2,0,4,3,5,10,0,20,141.0
3,1,57,5,0,2,0,0,11,0.0
3,2,61,5,2,2,10,0,6,0.0
3,1,31,5,0,1,2,0,12,0.0
3,1,52,5,3,3,0,22450,10,0.0
3,1,34,5,0,5,2,21801,8,36.0
3,1,33,5,5,2,10,22350,16,63.0
3,2,23,4,0,5,0,0,16,0.0
3,2,39,5,5,2,8,0,22,0.0
0,1,71,0,7,5,0,21456,22,0.0
3,1,25,5,0,3,0,21453,0,0.0
9,2,0,4,6,5,10,0,16,0.0
3,2,29,5,3,3,2,22107,1,15.0
3,2,50,5,5,3,0,22350,17,400.0
3,2,35,5,5,1,0,20002,19,0.0
3,2,25,4,6,5,2,0,14,0.0
3,1,85,5,3,3,0,0,14,0.0
3,1,69,0,3,5,10,21200,16,276.0
3,1,66,5,0,3,0,21453,14,0.0
3,0,0,5,6,2,10,0,14,517.0
3,2,65,5,5,3,1,0,8,39.0
9,2,76,5,5,5,10,22107,14,30.0
10,2,0,3,8,5,10,21954,17,206.0
3,2,48,5,6,3,1,0,20,0.0
3,2,25,5,5,1,0,22350,16,0.0
3,2,0,4,3,5,10,0,8,0.0
3,2,0,4,5,1,10,0,22,154.0
3,8,60,5,3,3,0,23152,1,617.0
3,1,56,5,0,2,10,21804,12,194.0
3,1,17,5,0,2,0,21453,8,0.0
8,2,37,5,3,3,0,0,17,283.0
3,0,0,5,3,5,10,0,16,72.0
0,2,62,5,7,5,0,0,7,293.0
3,1,32,4,5,5,8,0,18,0.0
9,1,42,5,0,1,2,0,18,0.0
3,2,0,5,5,5,0,22350,3,65.0
3,7,62,5,3,2,1,23152,20,51.0
9,0,0,4,6,1,10,0,10,180.0
3,1,69,5,0,2,2,21802,10,0.0
3,1,41,5,0,1,10,21804,13,48.0
3,1,54,5,1,2,0,0,18,32.0
3,1,21,5,0,3,0,22350,6,0.0
9,2,0,5,2,5,10,22107,14,460.0
3,1,55,4,1,1,0,0,12,90.0
3,0,0,5,3,2,10,0,7,120.0
3,2,34,5,6,2,0,0,11,60.0
1,2,38,5,6,2,0,21750,12,0.0
7,1,25,5,3,1,0,0,17,0.0
3,1,39,5,5,5,0,0,17,10.0
18,2,34,5,6,1,10,21755,20,51.0
0,2,47,5,7,2,0,0,22,135.0
3,1,22,5,5,2,8,0,9,50.0
10,2,77,4,8,5,0,0,18,0.0
3,0,0,5,5,3,10,0,3,93.0
3,2,0,5,6,5,3,22106,2,30.0
3,1,42,5,0,2,0,0,16,55.0
3,2,0,4,0,5,0,0,19,0.0
3,0,0,5,5,2,10,0,8,150.0
3,1,34,5,5,1,10,0,14,25.0
3,1,43,5,0,3,0,0,17,0.0
3,0,0,5,3,3,10,0,10,66.0
3,0,66,5,1,3,10,0,1,0.0
3,2,26,4,1,5,1,0,9,0.0
3,2,0,4,3,2,10,0,4,0.0
3,7,31,5,0,3,0,22450,21,0.0
9,1,44,0,3,5,0,0,9,0.0
9,1,43,5,2,3,10,22107,5,0.0
3,2,0,5,2,2,2,20002,17,24.0
3,2,0,4,3,5,3,22106,12,0.0
3,1,21,5,0,1,2,21801,17,0.0
3,1,55,5,6,1,5,22107,18,0.0
18,2,0,5,5,5,0,22350,14,0.0
9,2,65,5,5,1,0,0,13,18.0
3,1,34,5,6,2,10,21804,15,82.0
3,2,51,5,5,5,10,0,20,51.0
3,2,0,5,6,2,1,22107,23,57.0
3,2,77,4,3,3,0,22350,15,0.0
3,2,0,5,5,5,0,22350,14,0.0
3,1,38,5,8,1,3,22106,8,105.0
3,1,52,5,0,1,0,0,9,0.0
3,0,43,5,1,2,10,0,11,70.0
0,2,15,5,3,5,10,0,17,0.0
3,1,47,5,0,3,0,0,15,455.0
3,2,0,5,6,1,3,22106,13,30.0
3,1,77,5,5,1,0,22350,13,200.0
3,2,26,4,6,5,0,0,11,0.0
8,1,24,5,0,1,2,21801,21,0.0
3,7,23,5,3,2,10,23152,3,38.0
3,1,24,5,0,1,0,0,16,0.0
18,0,0,4,5,5,10,0,2,51.0
9,2,62,4,6,5,8,0,7,51.0
0,1,28,5,3,1,0,0,10,0.0
9,0,0,4,3,5,10,0,2,0.0
3,0,0,5,1,1,10,0,1,22.0
3,1,29,5,0,1,0,0,12,0.0
3,1,33,5,5,3,0,0,19,0.0
3,2,0,5,5,5,3,22350,16,410.0
3,2,23,4,0,5,0,0,19,0.0
3,1,16,5,5,1,0,0,23,0.0
0,1,41,5,3,3,0,0,23,348.0
3,4,18,5,2,3,10,22350,9,585.0
3,1,18,5,0,3,2,22107,14,0.0
18,2,0,4,6,5,10,0,10,51.0
3,1,46,5,0,2,2,0,22,0.0
3,0,0,5,6,1,10,0,21,16.0
9,2,0,5,3,5,10,0,10,0.0
3,2,59,4,5,5,8,0,9,0.0
3,1,44,5,5,1,0,22350,16,0.0
10,2,0,3,3,5,10,21954,22,80.0
3,0,0,5,5,1,10,0,23,239.0
3,1,56,5,5,2,10,0,7,102.0
9,1,68,5,0,3,0,0,14,0.0
3,1,43,5,4,2,8,0,18,21.0
3,2,0,4,3,5,10,0,19,100.0
3,1,35,5,0,2,0,21802,7,0.0
3,1,55,5,1,2,0,0,21,180.0
18,2,0,4,5,5,0,0,11,51.0
9,5,32,5,5,3,0,22350,12,39.0
3,1,39,5,0,3,0,0,16,0.0
3,1,65,4,3,3,0,0,14,0.0
3,2,0,5,0,5,8,20002,10,0.0
3,2,47,5,5,1,8,0,0,240.0
18,2,0,5,3,5,10,20002,0,98.0
3,0,0,5,3,2,10,0,16,27.0
3,2,0,3,8,5,0,0,14,100.0
3,2,57,4,5,5,8,0,14,0.0
17,1,22,5,1,2,2,21453,12,0.0
3,7,50,5,0,1,0,22350,16,104.0
3,1,29,5,0,5,2,21803,17,0.0
3,1,62,5,1,3,2,0,0,0.0
3,2,58,4,6,5,5,0,5,0.0
3,7,20,5,2,3,2,22350,23,75.0
3,0,0,4,6,5,10,0,7,0.0
3,7,19,5,5,2,0,23152,2,180.0
3,1,28,5,3,2,0,0,19,0.0
6,1,44,5,5,2,8,0,11,60.0
3,2,49,4,3,5,4,0,13,0.0
3,1,35,5,0,3,0,0,15,175.0
3,1,42,5,5,5,8,0,18,0.0
10,1,65,5,3,5,0,0,17,0.0
0,1,65,5,7,5,0,0,10,0.0
9,1,85,5,5,1,8,0,10,108.0
3,1,30,5,5,1,0,0,12,32.0
3,0,0,5,6,5,10,0,13,0.0
3,2,58,4,6,5,9,0,20,51.0
3,2,29,4,3,5,8,0,12,0.0
9,0,0,5,3,1,10,0,19,0.0
10,2,83,5,3,5,10,0,18,0.0
9,1,43,5,0,2,0,21453,15,0.0
18,2,0,4,3,5,0,0,10,0.0
10,8,36,3,3,5,10,21954,18,0.0
18,2,0,5,3,5,0,22350,20,100.0
3,1,70,5,3,5,1,22107,17,500.0
3,1,18,4,0,2,2,21453,9,0.0
3,2,0,5,1,5,10,21755,20,0.0
3,1,24,5,5,3,0,22350,11,27.0
3,1,41,5,0,3,0,22350,15,0.0
18,2,0,4,6,5,5,0,14,0.0
3,1,28,5,5,1,10,0,18,318.0
3,1,21,5,0,2,0,22450,21,0.0
3,1,53,5,5,1,0,21453,11,0.0
3,1,20,5,0,3,0,0,13,0.0
3,1,28,5,5,2,8,0,18,0.0
3,2,0,5,5,3,0,22350,7,54.0
3,2,0,4,2,5,2,0,14,0.0
3,1,29,5,5,5,0,22350,8,0.0
3,0,0,5,5,5,10,0,20,290.0
1,1,30,5,6,1,8,0,15,100.0
3,1,36,5,5,1,10,0,13,137.0
3,2,25,4,5,5,8,0,18,0.0
3,1,17,5,0,3,2,0,8,0.0
3,1,28,5,5,1,0,0,0,0.0
8,1,49,5,3,2,0,0,14,0.0
18,1,33,5,0,2,2,21801,15,0.0
3,2,20,4,5,5,10,0,8,0.0
18,2,0,5,3,5,10,20002,11,42.0
18,2,0,5,3,5,10,20002,23,50.0
3,1,17,5,1,3,0,0,18,0.0
9,2,67,4,6,3,0,0,16,220.0
3,1,19,0,3,5,1,0,9,0.0
3,2,63,5,5,1,10,0,0,0.0
9,0,0,5,6,1,10,0,2,322.0
3,1,30,5,2,2,1,22107,11,144.0
3,2,18,4,5,5,8,0,10,50.0
3,0,0,4,3,2,10,0,21,30.0
9,1,34,5,0,1,2,0,8,0.0
3,2,22,5,0,5,2,0,0,0.0
3,2,0,4,0,5,10,0,13,0.0
3,0,0,4,6,5,10,0,8,0.0
10,2,46,3,8,5,0,21954,18,396.0
3,2,64,5,5,1,2,0,12,0.0
3,1,20,5,0,3,0,0,16,0.0
3,1,67,5,8,1,0,21950,12,0.0
3,0,0,4,3,5,10,0,4,322.0
3,0,36,4,5,1,10,0,19,280.0
3,0,0,5,5,2,10,0,23,99.0
3,2,0,5,8,5,0,21950,17,0.0
9,1,68,5,6,2,0,0,12,40.0
3,0,0,5,2,1,10,0,22,500.0
9,2,0,4,3,5,3,0,13,0.0
3,2,19,5,5,1,0,22350,10,44.0
3,2,45,5,0,3,0,0,19,0.0
9,0,0,5,5,2,10,0,14,20.0
3,1,16,5,7,1,0,21802,15,0.0
3,2,18,5,5,2,0,0,0,108.0
3,2,37,5,2,3,0,0,6,0.0
3,1,61,4,0,1,0,0,12,0.0
3,1,19,5,1,3,8,0,13,88.0
3,2,0,5,6,3,0,22350,4,66.0
3,1,39,5,5,2,8,0,4,12.0
3,1,67,5,5,1,8,0,11,0.0
3,1,25,5,0,2,0,21802,13,0.0
3,1,50,5,3,2,0,22350,22,500.0
3,0,36,5,5,1,8,0,8,114.0
9,0,0,4,3,1,10,0,8,250.0
3,2,58,5,5,5,8,0,12,0.0
3,2,58,4,5,1,10,0,16,0.0
3,1,52,5,5,1,0,0,18,45.0
18,2,0,5,5,5,10,22350,8,0.0
3,2,0,5,0,2,3,22106,6,271.0
18,1,30,5,5,1,0,22350,15,175.0
3,1,37,5,3,2,10,22103,15,82.0
9,2,55,5,7,5,1,22107,16,134.0
3,1,63,5,2,3,10,22350,19,269.0
3,0,0,5,3,2,10,0,0,48.0
3,1,46,5,0,1,0,21802,14,8.0
3,7,32,5,5,1,0,22350,16,33.0
0,2,28,0,7,5,0,21453,14,0.0
3,1,53,5,3,5,10,0,22,0.0
3,2,0,4,1,5,10,0,16,0.0
3,0,0,5,3,1,10,0,7,132.0
3,2,0,4,6,5,10,0,8,51.0
18,0,0,6,0,2,10,0,22,0.0
3,1,27,5,6,1,10,23152,21,75.0
9,2,0,4,5,5,0,0,16,0.0
3,2,31,4,5,5,8,0,10,50.0
3,1,52,5,6,2,10,0,18,0.0
3,2,22,4,6,5,0,0,19,0.0
3,0,0,5,3,1,10,0,21,50.0
9,1,23,5,5,3,0,0,15,33.0
3,2,0,4,3,5,10,0,16,100.0
3,7,55,5,5,3,0,23153,20,100.0
3,2,0,4,6,5,0,0,2,0.0
3,1,28,5,0,2,0,21453,10,0.0
3,1,52,5,5,3,10,0,17,0.0
3,1,41,5,2,2,0,22107,3,0.0
3,2,21,5,6,5,2,0,2,0.0
9,1,55,5,3,1,2,22100,8,0.0
3,1,51,5,5,2,1,0,9,60.0
3,0,0,5,6,2,10,0,19,35.0
3,0,0,4,5,5,10,0,8,0.0
3,1,48,5,5,2,0,22350,21,115.0
3,7,45,5,3,3,2,22350,1,4.0
3,1,52,5,5,1,0,0,12,20.0
3,1,28,5,0,5,1,21949,7,0.0
0,6,52,0,0,5,2,22107,18,0.0
3,2,39,4,0,1,2,21802,20,0.0
3,1,43,5,3,5,0,0,9,0.0
3,7,40,5,0,3,0,22350,4,0.0
10,1,41,5,8,5,0,0,18,0.0
3,2,0,5,5,2,0,22350,22,0.0
3,1,27,5,5,3,1,22350,20,0.0
3,6,27,5,3,1,5,21658,20,24.0
3,1,20,5,0,2,0,21802,14,0.0
9,1,50,5,6,1,0,0,15,93.0
18,2,0,4,3,5,10,0,0,0.0
18,2,0,4,2,5,10,0,13,760.0
3,1,55,5,0,1,2,21804,6,0.0
3,7,31,5,5,1,0,22350,23,0.0
3,2,19,3,3,5,2,0,8,0.0
18,2,0,4,6,5,10,0,23,51.0
3,1,31,5,0,3,2,0,13,0.0
3,0,0,5,5,5,10,0,23,30.0
3,2,0,4,3,5,10,0,14,0.0
3,1,38,5,0,5,0,0,9,0.0
3,2,68,5,5,2,8,0,11,90.0
3,1,20,5,5,3,0,22350,17,22.0
3,2,18,4,0,5,5,0,20,0.0
0,1,17,0,3,5,10,21453,22,0.0
3,5,18,5,0,4,0,22450,10,0.0
3,2,0,4,5,5,0,0,10,0.0
18,2,0,4,6,5,0,0,14,249.0
3,1,82,5,5,3,8,0,14,217.0
9,1,68,5,5,2,8,0,14,51.0
3,2,26,5,6,3,8,0,15,0.0
10,1,54,5,8,5,10,0,7,0.0
3,5,69,5,0,1,0,22107,1,76.0
10,1,0,5,3,5,10,0,13,0.0
3,0,0,5,6,3,10,0,21,0.0
3,2,30,4,6,5,0,0,18,0.0
3,0,0,5,3,2,10,0,10,120.0
3,1,27,5,5,1,8,0,15,141.0
3,1,35,5,5,1,8,0,14,42.0
3,1,55,5,5,1,0,22350,18,99.0
3,2,25,4,3,5,1,0,9,0.0
3,1,32,5,1,2,2,21453,20,0.0
3,1,17,5,0,3,0,0,18,584.0
3,1,65,5,1,3,10,22107,5,220.0
3,2,0,5,5,3,10,21650,0,29.0
3,2,0,4,1,5,10,0,6,51.0
3,1,25,5,2,4,0,21658,20,35.0
3,1,61,4,1,1,2,0,13,0.0
3,7,31,5,6,3,0,21453,21,0.0
3,1,22,5,1,2,0,0,14,159.0
9,0,0,5,6,2,10,0,20,0.0
0,2,28,5,7,5,0,0,23,436.0
3,1,53,5,5,2,0,22350,13,138.0
3,2,0,5,1,2,0,20002,19,0.0
3,7,27,5,1,3,0,21663,1,200.0
3,1,48,5,2,1,10,0,15,18.0
3,1,0,5,5,1,8,0,0,0.0
3,1,30,5,0,3,10,21804,16,0.0
3,1,24,5,1,2,0,0,8,0.0
3,1,23,5,0,2,0,0,14,0.0
9,1,59,0,7,1,10,0,14,340.0
3,0,0,5,3,1,10,0,19,75.0
9,0,0,4,3,5,10,0,9,0.0
3,2,24,5,0,3,0,0,20,0.0
3,0,0,4,3,5,10,0,1,0.0
3,1,31,5,6,1,8,0,13,0.0
3,2,55,4,5,5,8,0,5,0.0
3,1,19,5,5,2,10,22350,8,0.0
3,1,30,5,0,2,0,0,8,0.0
3,1,45,5,5,2,8,0,18,43.0
3,1,69,5,0,2,0,0,19,0.0
3,2,41,5,6,1,10,0,20,0.0
3,2,77,4,5,5,8,0,14,0.0
3,0,0,4,2,5,10,0,0,51.0
3,1,55,5,0,3,0,0,3,0.0
3,1,29,5,6,5,0,0,16,20.0
3,1,81,5,8,1,3,22106,14,93.0
3,0,0,5,5,2,10,0,2,105.0
3,2,0,5,0,3,0,23103,14,0.0
3,1,23,5,0,3,0,0,8,0.0
3,2,0,4,6,5,5,0,15,200.0
3,1,58,5,5,1,8,0,16,500.0
3,1,25,5,0,3,0,0,8,0.0
3,1,32,5,3,2,0,21453,9,0.0
3,2,27,4,5,1,0,22350,9,80.0
3,1,39,4,1,3,2,0,11,0.0
3,1,36,5,5,2,0,0,14,0.0
3,2,66,5,0,2,0,0,21,0.0
3,0,0,5,3,3,10,0,1,142.0
3,2,0,5,6,2,0,21658,0,423.0
10,1,32,3,8,5,0,21954,22,164.0
3,1,52,5,5,3,0,22350,13,78.0
18,0,0,5,6,3,10,0,7,71.0
3,1,20,5,0,3,0,0,19,0.0
3,0,0,4,3,1,10,0,22,0.0
3,0,0,5,6,5,10,0,23,440.0
3,1,68,5,1,3,0,0,22,0.0
3,0,0,5,3,5,10,0,0,70.0
3,1,49,5,6,1,8,0,7,16.0
3,0,0,4,1,2,10,0,7,72.0
8,1,33,5,6,1,2,0,10,0.0
3,2,38,4,5,5,8,0,13,51.0
3,1,24,5,6,3,2,21801,7,0.0
3,7,20,5,0,2,0,0,7,36.0
3,1,68,5,5,2,0,0,15,100.0
3,0,0,5,6,2,10,0,21,129.0
3,2,42,4,3,5,10,0,10,51.0
3,2,66,4,5,5,8,0,14,0.0
0,2,30,0,7,5,0,21456,16,0.0
3,2,0,4,5,5,0,0,19,0.0
9,0,0,5,5,3,10,0,8,90.0
3,1,53,5,6,2,0,0,20,46.0
3,2,0,4,5,5,10,0,14,51.0
0,1,54,5,0,5,0,21950,14,0.0
3,1,64,5,5,2,0,22350,10,55.0
18,2,0,4,3,5,0,0,9,0.0
3,1,52,3,8,2,0,0,21,200.0
3,0,0,4,1,5,10,0,16,0.0
6,2,0,5,2,5,10,22107,21,205.0
3,1,56,5,5,1,0,22350,16,0.0
18,1,53,5,6,1,1,0,16,190.0
8,1,53,5,0,5,0,0,22,0.0
9,2,32,5,0,5,10,21453,10,0.0
11,2,70,0,7,5,0,21657,13,0.0
3,1,73,4,5,2,0,0,18,0.0
3,2,0,5,0,3,0,22350,23,239.0
3,1,23,5,3,3,10,0,22,253.0
3,1,61,5,0,3,0,0,10,0.0
3,7,20,5,3,3,1,23153,8,265.0
3,1,20,5,6,3,0,22350,16,234.0
18,2,0,4,3,5,10,0,2,0.0
3,1,33,5,2,5,0,0,18,111.0
3,2,0,4,3,5,8,0,8,0.0
3,2,34,4,3,5,1,0,14,0.0
3,2,53,4,5,5,8,0,14,0.0
4,1,34,5,5,3,8,0,17,100.0
3,1,65,0,3,1,10,0,16,0.0
3,1,0,5,5,2,8,0,8,0.0
3,1,53,5,5,1,8,0,18,0.0
3,2,30,5,3,5,0,22107,20,140.0
9,2,54,4,5,5,0,0,11,0.0
3,1,72,3,8,5,3,0,23,141.0
3,0,0,5,6,1,10,0,23,1051.0
0,2,62,5,7,5,0,0,10,0.0
3,2,0,5,1,3,0,21453,15,0.0
3,2,32,4,6,5,0,0,17,0.0
3,1,51,5,5,3,8,0,16,40.0
8,7,36,5,5,3,0,23152,21,60.0
3,0,33,5,0,1,10,0,17,0.0
3,0,0,4,6,5,10,0,21,211.0
3,2,17,5,5,1,10,22350,18,100.0
3,1,17,5,5,5,3,1,17,450.0
3,5,48,5,5,1,8,0,7,38.0
13,2,0,2,3,5,0,20002,14,137.0
9,0,0,5,0,2,10,0,18,120.0
9,2,45,5,2,4,5,21663,19,128.0
3,1,20,5,5,1,0,0,17,150.0
0,2,55,5,7,5,0,0,21,0.0
3,1,46,5,0,2,8,0,15,0.0
3,1,26,5,0,2,0,21457,11,0.0
18,2,0,4,3,5,10,0,0,0.0
3,1,16,5,1,2,0,0,22,584.0
3,0,0,5,6,5,10,0,22,0.0
6,1,45,5,0,2,2,21804,14,444.0
0,2,71,5,7,5,0,0,15,65.0
9,2,65,4,5,5,1,0,20,51.0
3,1,55,5,6,5,0,0,12,783.0
3,2,0,4,6,5,10,0,11,167.0
3,1,35,5,0,5,2,0,5,0.0
8,1,31,5,0,3,0,0,17,0.0
3,1,67,4,0,5,3,22106,9,150.0
0,1,32,5,7,5,0,0,20,0.0
